Marca,Modelo,Motor,Referencia_OEM,Potencia_kW_CV,Año_Rango,Filtro_Aire,Filtro_Aceite,Filtro_Combustible,Cod_Filtro_Habitaculo,Tipo_Filtro_Habitaculo
VW (VOLKSWAGEN),GENERAL,1.8 TSI (5G1/BA5),CJSB,132 (179),12/14 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 GTD (5G1),CUNA,135 (184),04/13 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 GTI (5G1),"CHHB, CNTC",162 (220),04/13-05/16,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 GTI (5G1),CHHA,169 (230),04/13 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 GTI (5G1),CJXE,195 (265),02/16 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 GTI (5G1),DLBA,180 (245),03/17 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 GTI Clubsport S, 2.0 R (5G1)",CJYG,228 (310),09/16 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 GTI TCR,,213 (290),01/19 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 R (5G1),"CJXB, CJXD",206 (280),11/13 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 R (5G1),CJXC,221 (300),11/13 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 R (5G1),"CYFB, DJJA",215 (292),11/14 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 R 360 (5G1),CJXC,265 (360),09/16 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (5G1/BA5),"CKFC, DFEA, DEJA",110 (150),11/12-05/18,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (5G1/BA5),CRBB,105 (143),11/12 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (5G1/BA5),"CRVA, CYKB, DEJB",81 (110),11/12 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI (5G1/BA5),CNTA,155 (211),11/13 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.5 SDI,,,09/96-07/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 TDI,,,06/01-05/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 TDI,,,06/01-05/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 TDI,,80 (109),08/99-05/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.8 TDI,,116 (158),04/02-05/06,C 32 338 / C 32 338/1 / C 32 338 / C 32 338/1,HU 727/1 x,W 1323 / PU 820 x / WK 831,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 SDI,,,08/97-07/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 TDI,,80 (109),08/99-05/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 TDI,,,06/01-05/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 TDI,,,06/01-05/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.8 TDI,,116 (158),04/02-05/06,C 32 338 / C 32 338/1 / C 32 338 / C 32 338/1,HU 727/1 x,W 1323 / PU 820 x / WK 831,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 TDI,,,06/01-05/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 TDI,,,06/01-05/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 TDI,,80 (109),08/99-05/06,C 32 338 / C 32 338/1,HU 726/2 x,WK 853/3 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.8 TDI,,116 (158),04/02-05/06,C 32 338 / C 32 338/1,,W 1323 / PU 820 x / PU 816 x,CU 3858 / CUK 3858,Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,2.5 V5,,110 (150),08/05-09/10,C 37 153 / C 37 153/1,HU 719/6 x / H 6003 z,WK 69/2 / WK 59 x / WK 730/1,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 TSI (36, 357)",CKMA,118 (160),11/10-12/14,C 35 154 / C 35 154/1,,W 712/94,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI (36),CAXA,90 (122),11/10-12/14,C 14 130 / C 14 130/1,,W 712/94,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI EcoFuel (36),CDGA,110 (150),11/10-12/14,C 35 154 / C 35 154/1,,W 712/94 / WK 69,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI (36),CAYC,77 (105),11/10-12/14,C 35 154 / C 35 154/1,HU 7008 z,PU 8008/1,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.8 TSI (36),CDAA,118 (160),11/10-12/14,C 35 154 / C 35 154/1,,W 719/45,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.8 TSI (36),"CPKA, CPRA",125 (170),08/13 ©,C 35 154,HU 6013 z,,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.8 TSI (36),CDAB,112 (152),03/11-12/14,C 35 154 / C 35 154/1,,W 719/45,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (36, 357)",CFGB,125 (170),11/10-12/14,C 35 154 / C 35 154/1,HU 7008 z,PU 8008/1 / PU 8015,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (36, 357)",CFFA,100 (136),11/10-12/14,C 35 154 / C 35 154/1,HU 7008 z,PU 8008/1 / PU 8015,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (36, 357)",CFFB,103 (140),11/10-12/14,C 35 154 / C 35 154/1,HU 7008 z,PU 8008/1 / PU 8015,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (36),CFGC,130 (177),01/13-12/14,C 35 154 / C 35 154/1,HU 7008 z,PU 8008/1 / PU 8015,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TSI (36, 357)",CCZB,155 (211),11/10-12/15,C 35 154 / C 35 154/1 / C 43 102,HU 719/6 x,W 719/45,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,3.6 FSI (357),,220 (300),11/10-12/14,C 36 188 / C 36 188/1 / C 26 168 / C 26 168,HU 719/7 x / HU 8009 z / H 2826 KIT,W 719/30 / WK 830/7 / W 719/30 / WK 830/7,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.8 T,,110 (150),11/00-09/05,C 26 168,,W 940/66 / WK 830/7,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.8 T,,125 (170),02/01-09/05,C 26 168,,W 940/66 / WK 830/7,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.9 TDI,,74 (101),11/00-09/05,C 26 168,HU 726/2 x / H 2019 KIT 1,WK 842/11 / WK 853/3 x,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.9 TDI,,96 (130),11/00-09/05,C 26 168 / C 26 168 / C 26 168,HU 726/2 x / H 2019 KIT 1,WK 842/11 / WK 853/3 x / W 719/30 / WK 830/7 / W 719/30 / WK 830/7 / WK 725,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,,100 (136),09/03-09/05,C 26 168,HU 726/2 x,WK 853/3 x,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.3 V5,,125 (170),11/00-09/05,C 26 168,HU 932/6 n,WK 830/7 / WK 725,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.5 TDI V6,,120 (163),05/03-09/05,C 26 206/1,HU 842 x,WK 823/1,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.5 TDI V6,,132 (180),02/03-09/05,C 26 206/1,HU 842 x,WK 823/1,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.5 TDI V6,,110 (150),11/00-08/05,C 26 206/1,HU 842 x,WK 823/1,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.8 V6,,142 (193),11/00-09/05,C 26 168,,W 930/21 / WK 725,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.8 V6,,140 (190),10/00-05/05,C 26 168,,W 930/21 / WK 725,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,4.0 W8 4Motion,,202 (275),03/01-10/04,C 26 168,HU 932/6 n / H 6003 z,WK 725,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI,CAXA,90 (122),09/07-11/10,C 14 130 / C 14 130/1,HU 712/6 x,W 712/93 / W 712/94,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI EcoFuel,CDGA,110 (150),01/09-11/10,C 35 154 / C 35 154/1 / C 14 130 / C 14 130/1,,W 712/93 / W 712/94 / W 719/30,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 FSI,,85 (115),03/05-06/08,C 3083/1,HU 712/6 x,,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.6 TDI, 1.6 TDI Blue Motion",CAYC,77 (105),09/09-11/10,C 35 154 / C 35 154/1,HU 7008 z,PU 825 x,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.8 TSI,,118 (160),09/07-10/11,C 35 154 / C 35 154/1,,W 719/45,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.9 TDI,,77 (105),03/05-11/08,C 35 154 / C 35 154/1,HU 719/7 x,PU 825 x,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 BlueTDI,CBAC,105 (143),05/09-11/10,C 35 154 / C 35 154/1,HU 719/7 x,PU 825 x,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 FSI,,110 (150),03/05-11/10,C 14 130 / C 14 130/1,HU 719/6 x,,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,,88 (120),07/05-05/07,C 35 154 / C 35 154/1,HU 719/7 x,PU 825 x,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,CBDC,81 (110),10/08-11/10,C 35 154 / C 35 154/1,HU 719/7 x,PU 825 x,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,,120 (163),10/05-11/08,C 35 154 / C 35 154/1,HU 719/7 x,PU 825 x,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,,90 (122),07/05-05/07,C 35 154 / C 35 154/1,HU 719/7 x,PU 825 x,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,,125 (170),05/05-12/14,C 35 154 / C 35 154/1,HU 719/7 x / HU 7008 z,PU 825 x / PU 8008/1,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,,100 (136),03/05-05/11,C 35 154 / C 35 154/1,HU 719/7 x,PU 825 x,CU 2882 / CUK 2882 / FP 2882,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (357),"CBAB, CFFB",103 (140),06/08-01/12,C 35 154 / C 35 154/1,HU 719/7 x / HU 7008 z,PU 825 x / PU 8008/1,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (3C2/3C5),,103 (140),03/05-10/09,C 35 154 / C 35 154/1,HU 719/7 x,PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TFSI,CCTB,125 (170),03/05-11/10,C 35 154 / C 35 154/1,HU 719/6 x,,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TFSI,"CAWB, CBFA, CCTA, CCZA",147 (200),03/05-11/10,C 41 110 / C 35 154 / C 35 154/1,HU 719/6 x,W 719/45,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TFSI,CCZB,155 (211),11/10-01/12,C 35 154,,W 719/45,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,3.2 FSI,,184 (250),09/05-11/10,C 36 188 / C 36 188/1,HU 719/7 x,,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,3.6 FSI,,220 (300),09/07-11/10,C 36 188 / C 36 188/1,HU 719/7 x / HU 8009 z,,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,3.6 FSI,,206 (280),11/05-11/10,C 36 188 / C 36 188/1,HU 719/7 x / H 6003 z / H 6005 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 GTE (3G2, 3G5)",CUKC,115 (156),06/15 ©,C 27 009,,W 712/95,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 TSI (3G2, 3G5)",CZCA,92 (125),11/14 ©,C 27 009,,W 712/95,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 TSI (3G2, 3G5)","CZEA, CZDA",110 (150),11/14 ©,C 27 009,,W 712/95,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.5 TSI (3G2, 3G5)","DADA, DPCA",110 (150),08/18 ©,C 28 043,,W 712/95,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.6 TDI (3G2, 3G5)",DCXA,88 (120),11/14 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.8 TSI (3G2, 3G5)","CJSA, CJSC",132 (179),02/15 ©,C 30 005,HU 6013 z,,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,"CVCA, DEKA",110 (150),06/14 ©,C 35 154 / C 35 154/1,HU 7020 z,PU 8028,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,DTRA,90 (122),07/20 ©,C 30 005 / C 30 004,HU 5003 z,PU 8014 / PU 8028,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,DTUA,147 (200),09/20 ©,C 30 005 / C 30 004,HU 5003 z,PU 8014 / PU 8028,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (3G2, 3G5)","CRLB, DFEA, DBGA, DFGA",110 (150),11/14 ©,C 30 005 / C 30 004,HU 7020 z / HU 5003 z,PU 8014 / PU 8028,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (3G2, 3G5)","DDAA, DFCA, DFHA",140 (190),11/14 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (3G2, 3G5)",DFGB,81 (110),01/16 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (3G2, 3G5)",CUPA,135 (184),11/14 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI 4MOTION (3G2, 3G5)",CUAA,176 (240),11/14 ©,C 38 002 / C 38 003,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TSI (3G2, 3G5)","CZPB, DKZA",140 (190),11/18 ©,C 30 005 / C 30 004,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TSI (3G2, 3G5)",CJXA,206 (280),05/15 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TSI (3G2, 3G5)",CHHB,162 (220),01/15 ©,C 30 005 / C 30 004,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI (3G5),DNUA,200 (272),09/18 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.0 TSI (6C),CHZB,,11/14 ©,C 22 035,,W 712/95 / WK 69,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.0 TSI (6C),CHZC,81 (110),11/14-10/17,C 22 035 / C 2295/2 / C 2295/2,HU 710 x / HU 710 x,W 712/95 / WK 69 / WK 69/2 / WK 69/2,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.2 TDI, TDI BlueMotion (6R)",CFWA,,01/10-05/14,C 15 008,HU 7017 z,WK 8029/1,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.2 TSI (6C),CJZD,81 (110),02/14 ©,C 27 009,,W 712/95 / WK 69,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.2 TSI (6R, 6C)",CBZC,,05/11-05/14,C 15 008,,W 712/94 / WK 69,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.2 TSI (6R, 6C)",CBZB,77 (105),11/09-05/14,C 15 008,,W 712/93 / WK 69 / W 712/94,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.2 TSI (6R, 6C)",CJZC,,02/14-05/14,C 27 009 / C 3880 / C 3880,HU 7008 z,W 712/95 / WK 69 / WK 69/2 / W 712/52 / WK 69/2,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 BiFuel (6R),CGGB,,04/10-01/11,C 3880,,W 712/52 / WK 69/2,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 Blue GT (6R),CPTA,103 (140),09/12-05/14,C 27 009,,W 712/95 / WK 69,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 GTI (6R),CAVE,132 (180),06/10-05/14,C 15 008,,W 712/94 / WK 69,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TDI (6C),"CUSA, CYZB",,04/14 ©,C 35 011,,W 7062 / WK 8029/1,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TDI (6C),CUSB,,04/14 ©,C 35 011,,W 7062 / WK 8029/1,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TDI (6C),"CUTA, CYZA",77 (105),04/14-10/17,C 35 011,,W 7062 / WK 8029/1,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
